date,SIGNAL,High Temp,Low Temp,Precipitation
2017-07-01,5297,88.61000000000001,50.612,0.0
2017-07-01,5330,88.61000000000001,50.612,0.0
2017-07-01,5331,88.61000000000001,50.612,0.0
2017-07-01,5300,88.61000000000001,50.612,0.0
2017-07-01,5332,88.61000000000001,50.612,0.0
2017-07-01,5800,88.23199999999996,49.873999999999945,0.0
2017-07-01,5801,88.23199999999996,49.873999999999945,0.0
2017-07-01,5802,88.23199999999996,49.873999999999945,0.0
2017-07-01,5803,88.23199999999996,49.873999999999945,0.0
2017-07-01,5805,88.23199999999996,49.873999999999945,0.0
2017-07-01,5327,88.23199999999996,49.873999999999945,0.0
2017-07-01,5806,88.23199999999996,49.873999999999945,0.0
2017-07-01,5808,88.61000000000001,50.612,0.0
2017-07-01,5809,88.61000000000001,50.612,0.0
2017-07-01,5299,87.87199999999997,49.136,0.0
2017-07-01,5811,88.61000000000001,50.612,0.0
2017-07-01,5812,88.61000000000001,50.612,0.0
2017-07-01,5813,88.61000000000001,50.612,0.0
2017-07-01,5814,88.61000000000001,50.612,0.0
2017-07-01,5815,88.61000000000001,50.612,0.0
2017-07-01,5816,88.61000000000001,50.612,0.0
2017-07-01,5807,88.61000000000001,50.612,0.0
2017-07-01,5326,88.23199999999996,49.873999999999945,0.0
2017-07-01,5325,88.23199999999996,49.873999999999945,0.0
2017-07-01,5324,88.23199999999996,49.873999999999945,0.0
2017-07-01,5304,88.61000000000001,50.612,0.0
2017-07-01,5305,88.61000000000001,50.612,0.0
2017-07-01,5306,88.61000000000001,50.612,0.0
2017-07-01,5307,88.61000000000001,50.612,0.0
2017-07-01,5308,88.61000000000001,50.612,0.0
2017-07-01,5302,88.61000000000001,50.612,0.0
2017-07-01,5309,88.23199999999996,49.873999999999945,0.0
2017-07-01,5310,88.23199999999996,49.873999999999945,0.0
2017-07-01,5311,88.23199999999996,49.873999999999945,0.0
2017-07-01,5312,88.61000000000001,50.612,0.0
2017-07-01,5313,88.61000000000001,50.612,0.0
2017-07-01,5314,88.61000000000001,50.612,0.0
2017-07-01,5315,88.61000000000001,50.612,0.0
2017-07-01,5316,88.23199999999996,49.873999999999945,0.0
2017-07-01,5317,88.23199999999996,49.873999999999945,0.0
2017-07-01,5318,88.61000000000001,50.612,0.0
2017-07-01,5301,88.61000000000001,50.612,0.0
2017-07-01,5320,88.61000000000001,50.612,0.0
2017-07-01,5321,88.23199999999996,49.873999999999945,0.0
2017-07-01,5322,88.23199999999996,49.873999999999945,0.0
2017-07-01,5323,88.23199999999996,49.873999999999945,0.0
2017-07-01,5817,88.61000000000001,50.612,0.0
2017-07-01,5319,88.61000000000001,50.612,0.0
2017-07-01,5303,88.61000000000001,50.612,0.0
2017-07-01,5810,88.61000000000001,50.612,0.0
2017-07-02,5314,93.21800000000002,57.307999999999936,0.0
2017-07-02,5309,92.85799999999992,56.31800000000002,0.0
2017-07-02,5320,93.21800000000002,57.307999999999936,0.0
2017-07-02,5300,93.21800000000002,57.307999999999936,0.0
2017-07-02,5302,93.21800000000002,57.307999999999936,0.0
2017-07-02,5816,93.21800000000002,57.307999999999936,0.0
2017-07-02,5807,93.21800000000002,57.307999999999936,0.0
2017-07-02,5802,92.85799999999992,56.31800000000002,0.0
2017-07-02,5323,92.85799999999992,56.31800000000002,0.0
2017-07-02,5812,93.21800000000002,57.307999999999936,0.0
2017-07-02,5307,93.21800000000002,57.307999999999936,0.0
2017-07-02,5332,93.21800000000002,57.307999999999936,0.0
2017-07-02,5801,92.85799999999992,56.31800000000002,0.0
2017-07-02,5315,93.21800000000002,57.307999999999936,0.0
2017-07-02,5306,93.21800000000002,57.307999999999936,0.0
2017-07-02,5810,93.21800000000002,57.307999999999936,0.0
2017-07-02,5322,92.85799999999992,56.31800000000002,0.0
2017-07-02,5813,93.21800000000002,57.307999999999936,0.0
2017-07-02,5806,92.85799999999992,56.31800000000002,0.0
2017-07-02,5800,92.85799999999992,56.31800000000002,0.0
2017-07-02,5316,92.85799999999992,56.31800000000002,0.0
2017-07-02,5815,93.21800000000002,57.307999999999936,0.0
2017-07-02,5317,92.85799999999992,56.31800000000002,0.0
2017-07-02,5324,92.85799999999992,56.31800000000002,0.0
2017-07-02,5321,92.85799999999992,56.31800000000002,0.0
2017-07-02,5305,93.21800000000002,57.307999999999936,0.0
2017-07-02,5313,93.21800000000002,57.307999999999936,0.0
2017-07-02,5299,92.462,55.328,0.0
2017-07-02,5303,93.21800000000002,57.307999999999936,0.0
2017-07-02,5327,92.85799999999992,56.31800000000002,0.0
2017-07-02,5318,93.21800000000002,57.307999999999936,0.0
2017-07-02,5310,92.85799999999992,56.31800000000002,0.0
2017-07-02,5311,92.85799999999992,56.31800000000002,0.0
2017-07-02,5297,93.21800000000002,57.307999999999936,0.0
2017-07-02,5304,93.21800000000002,57.307999999999936,0.0
2017-07-02,5326,92.85799999999992,56.31800000000002,0.0
2017-07-02,5319,93.21800000000002,57.307999999999936,0.0
2017-07-02,5330,93.21800000000002,57.307999999999936,0.0
2017-07-02,5301,93.21800000000002,57.307999999999936,0.0
2017-07-02,5308,93.21800000000002,57.307999999999936,0.0
2017-07-02,5312,93.21800000000002,57.307999999999936,0.0
2017-07-02,5817,93.21800000000002,57.307999999999936,0.0
2017-07-02,5814,93.21800000000002,57.307999999999936,0.0
2017-07-02,5811,93.21800000000002,57.307999999999936,0.0
2017-07-02,5803,92.85799999999992,56.31800000000002,0.0
2017-07-02,5325,92.85799999999992,56.31800000000002,0.0
2017-07-02,5331,93.21800000000002,57.307999999999936,0.0
2017-07-02,5808,93.21800000000002,57.307999999999936,0.0
2017-07-02,5809,93.21800000000002,57.307999999999936,0.0
2017-07-02,5805,92.85799999999992,56.31800000000002,0.0
2017-07-03,5813,93.09200000000004,58.29799999999996,0.0
2017-07-03,5317,92.73199999999996,56.94799999999996,0.0
2017-07-03,5803,92.73199999999996,56.94799999999996,0.0
2017-07-03,5319,93.09200000000004,58.29799999999996,0.0
2017-07-03,5805,92.73199999999996,56.94799999999996,0.0
2017-07-03,5299,92.37199999999996,55.57999999999998,0.0
2017-07-03,5310,92.73199999999996,56.94799999999996,0.0
2017-07-03,5311,92.73199999999996,56.94799999999996,0.0
2017-07-03,5312,93.09200000000004,58.29799999999996,0.0
2017-07-03,5811,93.09200000000004,58.29799999999996,0.0
2017-07-03,5808,93.09200000000004,58.29799999999996,0.0
2017-07-03,5309,92.73199999999996,56.94799999999996,0.0
2017-07-03,5313,93.09200000000004,58.29799999999996,0.0
2017-07-03,5807,93.09200000000004,58.29799999999996,0.0
2017-07-03,5302,93.09200000000004,58.29799999999996,0.0
2017-07-03,5812,93.09200000000004,58.29799999999996,0.0
2017-07-03,5314,93.09200000000004,58.29799999999996,0.0
2017-07-03,5315,93.09200000000004,58.29799999999996,0.0
2017-07-03,5806,92.73199999999996,56.94799999999996,0.0
2017-07-03,5316,92.73199999999996,56.94799999999996,0.0
2017-07-03,5308,93.09200000000004,58.29799999999996,0.0
2017-07-03,5318,93.09200000000004,58.29799999999996,0.0
2017-07-03,5301,93.09200000000004,58.29799999999996,0.0
2017-07-03,5323,92.73199999999996,56.94799999999996,0.0
2017-07-03,5324,92.73199999999996,56.94799999999996,0.0
2017-07-03,5816,93.09200000000004,58.29799999999996,0.0
2017-07-03,5331,93.09200000000004,58.29799999999996,0.0
2017-07-03,5305,93.09200000000004,58.29799999999996,0.0
2017-07-03,5325,92.73199999999996,56.94799999999996,0.0
2017-07-03,5332,93.09200000000004,58.29799999999996,0.0
2017-07-03,5304,93.09200000000004,58.29799999999996,0.0
2017-07-03,5322,92.73199999999996,56.94799999999996,0.0
2017-07-03,5817,93.09200000000004,58.29799999999996,0.0
2017-07-03,5810,93.09200000000004,58.29799999999996,0.0
